Cluster Number	GeneID	Symbol	
107	5591	PRKDC	
107	23049	SMG1	
107	64743	WDR13	
107	11260	XPOT	
108	57122	NUP107	
108	55746	NUP133	
108	23279	NUP160	
108	79023	NUP37	
108	348995	NUP43	
108	79902	NUP85	
108	4928	NUP98	
108	23398	PPWD1	
108	6396	SEC13	
108	9919	SEC16A	
108	83667	SESN2	
108	6683	SPAST	
109	55038	CDCA4	
109	2303	FOXC2	
109	2307	FOXS1	
109	51278	IER5	
109	23310	NCAPD3	
109	5515	PPP2CA	
109	5518	PPP2R1A	
109	5519	PPP2R1B	
109	5520	PPP2R2A	
109	55844	PPP2R2D	
109	138639	PTPDC1	
109	56256	SERTAD4	
110	56851	C15orf24	
110	284361	C19orf63	
110	10328	COX4NB	
110	51016	FAM158A	
110	2796	GNRH1	
110	23065	KIAA0090	
110	93380	MMGT1	
110	9601	PDIA4	
110	55831	TMEM111	
110	51234	TMEM85	
110	83460	TMEM93	
110	9694	TTC35	
111	57082	CASC5	
111	1060	CENPC1	
111	79980	DSN1	
111	23046	KIF21B	
111	79003	MIS12	
111	10403	NDC80	
111	25936	NSL1	
111	83540	NUF2	
111	11243	PMF1	
111	147841	SPC24	
111	57405	SPC25	
111	11130	ZWINT	
112	205	AK4	
112	8209	C21orf33	
112	6352	CCL5	
112	8833	GMPS	
112	2961	GTF2E2	
112	79366	HMGN5	
112	29085	PHPT1	
112	6284	S100A13	
112	9748	SLK	
112	283377	SPRYD4	
112	85363	TRIM5	
112	8565	YARS	
113	902	CCNH	
113	2071	ERCC3	
113	2073	ERCC5	
113	2965	GTF2H1	
113	2966	GTF2H2	
113	728340	GTF2H2C	
113	730394	GTF2H2D	
113	2967	GTF2H3	
113	2968	GTF2H4	
113	404672	GTF2H5	
113	5805	PTS	
113	7702	ZNF143	
114	7915	ALDH5A1	
114	283643	C14orf80	
114	80178	C16orf59	
114	2059	EPS8	
114	23474	ETHE1	
114	81545	FBXO38	
114	2267	FGL1	
114	60560	NAA35	
114	55239	OGFOD1	
114	83874	TBC1D10A	
114	51174	TUBD1	
114	51175	TUBE1	
115	23250	ATP11A	
115	195827	C9orf21	
115	84902	CCDC123	
115	50848	F11R	
115	81558	FAM117A	
115	55105	GPATCH2	
115	3382	ICA1	
115	130026	ICA1L	
115	3592	IL12A	
115	56654	NPDC1	
115	9463	PICK1	
115	169714	QSOX2	
116	155185	AMZ1	
116	9459	ARHGEF6	
116	8874	ARHGEF7	
116	10458	BAIAP2	
116	57513	CASKIN2	
116	28964	GIT1	
116	9815	GIT2	
116	57648	KIAA1522	
116	8440	NCK2	
116	57224	NHSL1	
116	340527	NHSL2	
116	65059	RAPH1	
117	183	AGT	
117	821	CANX	
117	1777	DNASE2	
117	10690	FUT9	
117	8372	HYAL3	
117	4696	NDUFA3	
117	9317	PTER	
117	54101	RIPK4	
117	6400	SEL1L	
117	6609	SMPD1	
117	64222	TOR3A	
118	84250	ANKRD32	
118	29902	C12orf24	
118	64784	CRTC3	
118	11325	DDX42	
118	90459	ERI1	
118	55810	FOXJ2	
118	4109	MAGEA10	
118	728269	MAGEA9B	
118	8204	NRIP1	
118	23133	PHF8	
118	5451	POU2F1	
119	10097	ACTR2	
119	10096	ACTR3	
119	57180	ACTR3B	
119	10552	ARPC1A	
119	10095	ARPC1B	
119	10109	ARPC2	
119	10094	ARPC3	
119	10093	ARPC4	
119	10092	ARPC5	
119	81873	ARPC5L	
119	91612	CHURC1	
120	1543	CYP1A1	
120	10436	EMG1	
120	80895	ILKAP	
120	5063	PAK3	
120	5300	PIN1	
120	5965	RECQL	
120	51119	SBDS	
120	27173	SLC39A1	
120	9368	SLC9A3R1	
120	11017	SNRNP27	
120	94056	SYAP1	
121	2091	FBL	
121	2975	GTF3C1	
121	9330	GTF3C3	
121	9328	GTF3C5	
121	727936	GXYLT2	
121	4674	NAP1L2	
121	64434	NOM1	
121	51602	NOP58	
121	9136	RRP9	
121	84838	ZNF496	
121	81931	ZNF93	
122	84971	ATG4D	
122	124808	CCDC43	
122	9873	FCHSD2	
122	51303	FKBP11	
122	57120	GOPC	
122	3458	IFNG	
122	84247	LDOC1L	
122	11284	PNKP	
122	6322	SCML1	
122	50945	TBX22	
122	7019	TFAM	
123	60496	AASDHPPT	
123	178	AGL	
123	7957	EPM2A	
123	2632	GBE1	
123	2992	GYG1	
123	2997	GYS1	
123	2998	GYS2	
123	3151	HMGN2	
123	5507	PPP1R3C	
123	5509	PPP1R3D	
123	8987	STBD1	
124	91	ACVR1B	
124	771	CA12	
124	92211	CDHR1	
124	1825	DSC3	
124	2264	FGFR4	
124	51026	GOLT1B	
124	57722	IGDCC4	
124	283659	PRTG	
124	135250	RAET1E	
124	8910	SGCE	
124	161291	TMEM30B	
125	26286	ARFGAP3	
125	8312	AXIN1	
125	2081	ERN1	
125	10276	NET1	
125	23518	R3HDM1	
125	8438	RAD54L	
125	55206	SBNO1	
125	6461	SHB	
125	51804	SIX4	
125	55093	WDYHV1	
125	23051	ZHX3	
126	121536	AEBP2	
126	100170841	C17orf96	
126	84909	C9orf3	
126	8726	EED	
126	2145	EZH1	
126	2146	EZH2	
126	3720	JARID2	
126	22823	MTF2	
126	5252	PHF1	
126	10181	RBM5	
126	23512	SUZ12	
127	55860	ACTR10	
127	10121	ACTR1A	
127	10120	ACTR1B	
127	1639	DCTN1	
127	10540	DCTN2	
127	11258	DCTN3	
127	51164	DCTN4	
127	84516	DCTN5	
127	10671	DCTN6	
127	140850	DEFB127	
127	91582	RPS19BP1	
128	83607	AMMECR1L	
128	550	AUP1	
128	388743	CAPN8	
128	1859	DYRK1A	
128	2339	FNTA	
128	2342	FNTB	
128	23426	GRIP1	
128	26508	HEYL	
128	84823	LMNB2	
128	5229	PGGT1B	
128	7803	PTP4A1	
129	79736	C17orf42	
129	960	CD44	
129	10202	DHRS2	
129	10160	FARP1	
129	2247	FGF2	
129	10691	GMEB1	
129	26205	GMEB2	
129	3032	HADHB	
129	65065	NBEAL1	
129	56980	PRDM10	
129	6383	SDC2	
130	372	ARCN1	
130	64225	ATL2	
130	972	CD74	
130	1314	COPA	
130	1315	COPB1	
130	9276	COPB2	
130	11316	COPE	
130	22820	COPG	
130	26958	COPG2	
130	22818	COPZ1	
130	79853	TM4SF20	
131	582	BBS1	
131	583	BBS2	
131	585	BBS4	
131	129880	BBS5	
131	55212	BBS7	
131	27241	BBS9	
131	11190	CEP250	
131	10072	DPP3	
131	54585	LZTFL1	
131	123016	TTC8	
131	79027	ZNF655	
132	6314	ATXN7	
132	222255	ATXN7L1	
132	127002	ATXN7L2	
132	56970	ATXN7L3	
132	56943	ENY2	
132	117143	TADA1	
132	93624	TADA2B	
132	6881	TAF10	
132	10629	TAF6L	
132	6880	TAF9	
132	10102	TSFM	
133	9949	AMMECR1	
133	10978	CLP1	
133	80000	GREB1L	
133	83546	RTBDN	
133	6433	SFSWAP	
133	283578	TMED8	
133	116461	TSEN15	
133	80746	TSEN2	
133	79042	TSEN34	
133	283989	TSEN54	
133	84937	ZNRF1	
134	29086	BABAM1	
134	79184	BRCC3	
134	9577	BRE	
134	148423	C1orf52	
134	50619	DEF6	
134	2894	GRID1	
134	57594	HOMEZ	
134	5588	PRKCQ	
134	55920	RCC2	
134	6472	SHMT2	
134	283489	ZNF828	
135	6872	TAF1	
135	6882	TAF11	
135	6884	TAF13	
135	6873	TAF2	
135	83860	TAF3	
135	6874	TAF4	
135	6875	TAF4B	
135	6877	TAF5	
135	6878	TAF6	
135	54457	TAF7L	
135	129685	TAF8	
136	23200	ATP11B	
136	653140	C2orf84	
136	10561	IFI44	
136	10964	IFI44L	
136	3439	IFNA1	
136	3448	IFNA14	
136	3440	IFNA2	
136	3452	IFNA21	
136	3442	IFNA5	
136	3443	IFNA6	
136	78991	PCYOX1L	
137	112869	CCDC101	
137	55578	FAM48A	
137	2648	KAT2A	
137	8850	KAT2B	
137	8464	SUPT3H	
137	9913	SUPT7L	
137	10474	TADA3	
137	6883	TAF12	
137	27097	TAF5L	
137	51616	TAF9B	
138	1352	COX10	
138	84908	FAM136A	
138	401612	MCART6	
138	55728	N4BP2	
138	4824	NKX3-1	
138	124222	PAQR4	
138	146713	RBFOX3	
138	5937	RBMS1	
138	6518	SLC2A5	
138	91419	XRCC6BP1	
139	91734	IDI2	
139	3670	ISL1	
139	64843	ISL2	
139	8861	LDB1	
139	3975	LHX1	
139	431707	LHX8	
139	8543	LMO4	
139	23635	SSBP2	
139	23648	SSBP3	
139	170463	SSBP4	
140	1457	CSNK2A1	
140	1459	CSNK2A2	
140	1460	CSNK2B	
140	64319	FBRS	
140	84264	HAGHL	
140	8479	HIRIP3	
140	10336	PCGF3	
140	79739	TTLL7	
140	219333	USP12	
140	30813	VSX1	
141	11218	DDX20	
141	50628	GEMIN4	
141	25929	GEMIN5	
141	79833	GEMIN6	
141	54960	GEMIN8	
141	51808	PHAX	
141	8487	SIP1	
141	6606	SMN1	
141	6607	SMN2	
141	6625	SNRNP70	
142	523	ATP6V1A	
142	525	ATP6V1B1	
142	526	ATP6V1B2	
142	245973	ATP6V1C2	
142	529	ATP6V1E1	
142	90423	ATP6V1E2	
142	9550	ATP6V1G1	
142	140711	C20orf118	
142	1657	DMXL1	
142	135112	NCOA7	
143	119032	C10orf32	
143	54785	C17orf59	
143	84066	C1orf49	
143	389541	C7orf59	
143	284001	CCDC57	
143	55004	LAMTOR1	
143	28956	LAMTOR2	
143	8649	LAMTOR3	
143	729991	LOC729991	
143	163786	SASS6	
144	11149	BVES	
144	60528	ELAC2	
144	3373	HYAL1	
144	9836	LCMT2	
144	285848	PNPLA1	
144	51109	RDH11	
144	83998	REG4	
144	63891	RNF123	
144	91543	RSAD2	
144	10422	UBAC1	
145	23080	AVL9	
145	1824	DSC2	
145	407738	FAM19A1	
145	151647	FAM19A4	
145	2822	GPLD1	
145	3977	LIFR	
145	4074	M6PR	
145	9369	NRXN3	
145	5361	PLXNA1	
145	51768	TM7SF3	
146	1998	ELF2	
146	3632	INPP5A	
146	10625	IVNS1ABP	
146	5631	PRPS1	
146	221823	PRPS1L1	
146	5634	PRPS2	
146	5635	PRPSAP1	
146	5636	PRPSAP2	
146	6192	RPS4Y1	
146	140032	RPS4Y2	
147	57035	C1orf63	
147	23125	CAMTA2	
147	8161	COIL	
147	80011	FAM192A	
147	54620	FBXL19	
147	10197	PSME3	
147	6619	SNAPC3	
147	6621	SNAPC4	
147	27296	TP53TG5	
147	440122	ZNF891	
148	79915	ATAD5	
148	63922	CHTF18	
148	54921	CHTF8	
148	79075	DSCC1	
148	5884	RAD17	
148	5981	RFC1	
148	5982	RFC2	
148	5983	RFC3	
148	5984	RFC4	
148	5985	RFC5	
149	493861	EID3	
149	55719	FAM178A	
149	56160	NDNL2	
149	197370	NSMCE1	
149	286053	NSMCE2	
149	54780	NSMCE4A	
149	64219	PJA1	
149	23137	SMC5	
149	79677	SMC6	
149	146434	ZNF597	
150	887	CCKBR	
150	64421	DCLRE1C	
150	4703	NEB	
150	5562	PRKAA1	
150	5563	PRKAA2	
150	5564	PRKAB1	
150	5565	PRKAB2	
150	5571	PRKAG1	
150	51422	PRKAG2	
150	53632	PRKAG3	
151	10006	ABI1	
151	10152	ABI2	
151	55845	C3orf10	
151	23191	CYFIP1	
151	26999	CYFIP2	
151	9710	KIAA0355	
151	10787	NCKAP1	
151	3071	NCKAP1L	
151	8936	WASF1	
151	10163	WASF2	
152	119710	C11orf74	
152	112752	C14orf179	
152	55764	IFT122	
152	9742	IFT140	
152	388695	LYSMD1	
152	79809	TTC21B	
152	7275	TUB	
152	7289	TULP3	
152	57728	WDR19	
152	57539	WDR35	
153	406	ARNTL	
153	56938	ARNTL2	
153	9575	CLOCK	
153	1813	DRD2	
153	85457	KIAA1737	
153	56339	METTL3	
153	4482	MSRA	
153	4862	NPAS2	
153	10439	OLFM1	
153	9202	ZMYM4	
154	9794	MAML1	
154	26012	NELF	
154	4851	NOTCH1	
154	4853	NOTCH2	
154	3516	RBPJ	
154	23013	SPEN	
154	55100	WDR70	
154	10795	ZNF268	
154	51385	ZNF589	
155	84920	ALG10	
155	23705	CADM1	
155	146223	CMTM4	
155	53826	FXYD6	
155	79581	GPR172A	
155	10960	LMAN2	
155	5663	PSEN1	
155	56928	SPPL2B	
155	58986	TMEM8A	
156	81616	ACSBG2	
156	285	ANGPT2	
156	84319	C3orf26	
156	79654	HECTD3	
156	4695	NDUFA2	
156	6191	RPS4X	
156	140832	WFDC10A	
156	7484	WNT9B	
156	23140	ZZEF1	
157	245934	DEFB121	
157	3675	ITGA3	
157	387921	NHLRC3	
157	440163	RNASE13	
157	10648	SCGB1D1	
157	23231	SEL1L3	
157	57715	SEMA4G	
157	64420	SUSD1	
157	221806	VWDE	
158	644186	C22orf41	
158	23271	CAMSAP1L1	
158	11064	CEP110	
158	55142	HAUS2	
158	3801	KIFC3	
158	389840	MAP3K15	
158	55857	PLK1S1	
158	11079	RER1	
158	132320	SCLT1	
159	185	AGTR1	
159	84975	MFSD5	
159	81614	NIPA2	
159	124935	SLC43A2	
159	6535	SLC6A8	
159	6836	SURF4	
159	9145	SYNGR1	
159	153396	TMEM161B	
159	25844	YIPF3	
160	1386	ATF2	
160	467	ATF3	
160	11016	ATF7	
160	9586	CREB5	
160	2353	FOS	
160	2354	FOSB	
160	3725	JUN	
160	3726	JUNB	
160	3727	JUND	
161	2491	CENPI	
161	79172	CENPO	
161	401541	CENPP	
161	55166	CENPQ	
161	54487	DGCR8	
161	30836	DNTTIP2	
161	23421	ITGB3BP	
161	79682	MLF1IP	
161	7549	ZNF2	
162	81892	C14orf156	
162	55749	CCAR1	
162	2275	FHL3	
162	204851	HIPK1	
162	57496	MKL2	
162	57509	MTUS1	
162	26054	SENP6	
162	93643	TJAP1	
162	57683	ZDBF2	
163	147015	DHRS13	
163	26128	KIAA1279	
163	63971	KIF13A	
163	23303	KIF13B	
163	9928	KIF14	
163	547	KIF1A	
163	10749	KIF1C	
163	57519	STARD9	
163	201798	TIGD4	
164	56927	GPR108	
164	56834	GPR137	
164	9248	GPR50	
164	64768	IPPK	
164	79603	LASS4	
164	22937	SCAP	
164	23161	SNX13	
164	54997	TESC	
164	10100	TSPAN2	
165	56652	C10orf2	
165	201973	CCDC111	
165	85478	CCDC65	
165	10455	ECI2	
165	8924	HERC2	
165	84263	HSDL2	
165	8031	NCOA4	
165	84461	NEURL4	
165	57335	ZNF286A	
166	54851	ANKRD49	
166	1407	CRY1	
166	1408	CRY2	
166	1453	CSNK1D	
166	1454	CSNK1E	
166	90362	FAM110B	
166	5187	PER1	
166	8864	PER2	
166	114991	ZNF618	
167	116988	AGAP3	
167	55664	CDC37L1	
167	29904	EEF2K	
167	8468	FKBP6	
167	5007	OSBP	
167	5141	PDE4A	
167	23759	PPIL2	
167	4660	PPP1R12B	
167	26037	SIPA1L1	
168	89845	ABCC10	
168	55129	ANO10	
168	10396	ATP8A1	
168	201232	SLC16A13	
168	10246	SLC17A2	
168	8501	SLC43A1	
168	22987	SV2C	
168	29978	UBQLN2	
168	7353	UFD1L	
169	51027	BOLA1	
169	51032	CELA2B	
169	10539	GLRX3	
169	26502	NARF	
169	4683	NBN	
169	283871	PGP	
169	10287	RGS19	
169	8601	RGS20	
169	145567	TTC7B	
170	64770	CCDC14	
170	667	DST	
170	1982	EIF4G2	
170	10788	IQGAP2	
170	4100	MAGEA1	
170	4114	MAGEB3	
170	158809	MAGEB6	
170	4675	NAP1L3	
170	6674	SPAG1	
171	79096	C11orf49	
171	55181	C17orf71	
171	25941	C18orf10	
171	91978	C19orf20	
171	84542	KIAA1841	
171	54839	LRRC49	
171	84276	NICN1	
171	55296	TBC1D19	
171	25809	TTLL1	
172	8727	CTNNAL1	
172	1756	DMD	
172	1837	DTNA	
172	1838	DTNB	
172	6640	SNTA1	
172	6641	SNTB1	
172	54221	SNTG2	
172	84654	SPZ1	
172	7402	UTRN	
173	84923	FAM104A	
173	79609	METTL21D	
173	5447	POR	
173	29886	SNX8	
173	10277	UBE4B	
173	84993	UBL7	
173	165324	UBXN2A	
173	80700	UBXN6	
173	7415	VCP	
174	686	BTD	
174	1612	DAPK1	
174	23071	ERP44	
174	2624	GATA2	
174	54552	GNL3L	
174	3202	HOXA5	
174	80271	ITPKC	
174	92312	MEX3A	
174	161882	ZFPM1	
175	55349	CHDH	
175	84340	GFM2	
175	3933	LCN1	
175	5173	PDYN	
175	57038	RARS2	
175	285367	RPUSD3	
175	1678	TIMM8A	
175	26521	TIMM8B	
175	54059	YBEY	
176	91768	CABLES1	
176	81928	CABLES2	
176	8788	DLK1	
176	55194	FAM176B	
176	9158	FIBP	
176	9772	KIAA0195	
176	9847	KIAA0528	
176	56926	NCLN	
176	54407	SLC38A2	
177	480	ATP1A4	
177	222229	LRWD1	
177	4867	NPHP1	
177	261734	NPHP4	
177	4999	ORC2	
177	23595	ORC3	
177	5147	PDE6D	
177	6103	RPGR	
177	23322	RPGRIP1L	
178	670	BPHL	
178	5424	POLD1	
178	5425	POLD2	
178	10714	POLD3	
178	57804	POLD4	
178	5536	PPP5C	
178	347517	RAB41	
178	5980	REV3L	
178	84193	SETD3	
179	84279	C2orf7	
179	1670	DEFA5	
179	285220	EPHA6	
179	54537	FAM35A	
179	79006	METRN	
179	284207	METRNL	
179	4811	NID1	
179	5624	PROC	
179	6152	RPL24	
180	22863	ATG14	
180	8678	BECN1	
180	80183	C13orf18	
180	29982	NRBF2	
180	5289	PIK3C3	
180	30849	PIK3R4	
180	10483	SEC23B	
180	10802	SEC24A	
180	7405	UVRAG	
181	443	ASPA	
181	161142	FAM71D	
181	51447	IP6K2	
181	5230	PGK1	
181	5232	PGK2	
181	58480	RHOU	
181	59343	SENP2	
181	57646	USP28	
181	170261	ZCCHC12	
182	2203	FBP1	
182	8789	FBP2	
182	26157	GIMAP2	
182	148398	SAMD11	
182	344658	SAMD7	
182	56833	SLAMF8	
182	81849	ST6GALNAC5	
182	91151	TIGD7	
182	27348	TOR1B	
183	154043	CNKSR3	
183	1609	DGKQ	
183	57609	DIP2B	
183	84868	HAVCR2	
183	79990	PLEKHH3	
183	6401	SELE	
183	7048	TGFBR2	
183	7102	TSPAN7	
183	51096	UTP18	
184	1830	DSG3	
184	2167	FABP4	
184	84639	IL1F10	
184	8439	NSMAF	
184	51686	OAZ3	
184	4953	ODC1	
184	9104	RGN	
184	151246	SGOL2	
184	7062	TCHH	
185	26063	DECR2	
185	90268	FAM105B	
185	5174	PDZK1	
185	400745	SH2D5	
185	80704	SLC19A3	
185	6507	SLC1A3	
185	6584	SLC22A5	
185	8884	SLC5A6	
185	6533	SLC6A6	
186	57596	BEGAIN	
186	9859	CEP170	
186	645455	CEP170P1	
186	1369	CPN1	
186	1613	DAPK3	
186	283638	KIAA0284	
186	51199	NIN	
186	387914	SHISA2	
187	65057	ACD	
187	379	ARL4D	
187	29903	CCDC106	
187	25913	POT1	
187	7013	TERF1	
187	7014	TERF2	
187	54386	TERF2IP	
187	26277	TINF2	
188	11285	B4GALT7	
188	116254	C6orf72	
188	797	CALCB	
188	90161	HS6ST2	
188	3998	LMAN1	
188	54477	PLEKHA5	
188	80255	SLC35F5	
188	8460	TPST1	
189	63967	CLSPN	
189	1455	CSNK1G2	
189	9837	GINS1	
189	51659	GINS2	
189	64785	GINS3	
189	84296	GINS4	
189	8914	TIMELESS	
189	54962	TIPIN	
190	4085	MAD2L1	
190	29959	NRBP1	
190	5033	P4HA1	
190	8848	TSC22D1	
190	9819	TSC22D2	
190	1831	TSC22D3	
190	81628	TSC22D4	
190	65267	WNK3	
191	9167	COX7A2L	
191	1537	CYC1	
191	4519	CYTB	
191	7381	UQCRB	
191	7384	UQCRC1	
191	7385	UQCRC2	
191	7388	UQCRH	
191	27089	UQCRQ	
192	57685	CACHD1	
192	55871	CBWD1	
192	150472	CBWD2	
192	644019	CBWD6	
192	728013	CBWD7	
192	54583	EGLN1	
192	389376	SFTA2	
192	10915	TCERG1	
193	113130	CDCA5	
193	5701	PSMC2	
193	5885	RAD21	
193	8243	SMC1A	
193	27127	SMC1B	
193	9126	SMC3	
193	10735	STAG2	
193	8975	USP13	
194	57786	RBAK	
194	80135	RPF1	
194	27107	ZBTB11	
194	388569	ZNF324B	
194	23361	ZNF629	
194	284323	ZNF780A	
194	388559	ZNF888	
194	9326	ZNHIT3	
195	329	BIRC2	
195	56616	DIABLO	
195	57720	GPR107	
195	27429	HTRA2	
195	4976	OPA1	
195	10935	PRDX3	
195	331	XIAP	
195	54469	ZFAND6	
196	29775	CARD10	
196	54438	GFOD1	
196	81577	GFOD2	
196	28511	NKIRAS2	
196	253959	RALGAPA1	
196	57186	RALGAPA2	
196	57148	RALGAPB	
196	92715	WDR85	
197	90806	ANGEL2	
197	1660	DHX9	
197	2130	EWSR1	
197	3192	HNRNPU	
197	221092	HNRNPUL2	
197	26065	LSM14A	
197	56341	PRMT8	
197	10189	THOC4	
198	957	ENTPD5	
198	23201	FAM168A	
198	26270	FBXO6	
198	9563	H6PD	
198	4125	MAN2B1	
198	23509	POFUT1	
198	5547	PRCP	
198	6448	SGSH	
199	1390	CREM	
199	64693	CTAGE1	
199	4253	CTAGE5	
199	340307	CTAGE6P	
199	100142659	CTAGE8	
199	375056	MIA3	
199	653489	RGPD3	
199	51156	SERPINA10	
200	144233	BCDIN3D	
200	2138	EYA1	
200	2139	EYA2	
200	2140	EYA3	
200	2070	EYA4	
200	5780	PTPN9	
200	6495	SIX1	
200	10736	SIX2	
201	9138	ARHGEF1	
201	23365	ARHGEF12	
201	84886	C1orf198	
201	1729	DIAPH1	
201	389	RHOC	
201	29984	RHOD	
201	6242	RTKN	
201	219790	RTKN2	
202	345930	ECT2L	
202	84498	FAM120B	
202	2946	GSTM2	
202	2947	GSTM3	
202	2948	GSTM4	
202	2949	GSTM5	
202	7884	SLBP	
202	22974	TPX2	
203	284071	C17orf104	
203	1511	CTSG	
203	84288	EFCAB2	
203	114928	GPRASP2	
203	80726	KIAA1683	
203	5830	PEX5	
203	22980	TCF25	
203	55020	TTC38	
204	51185	CRBN	
204	79016	DDA1	
204	55693	KDM4D	
204	100290337	LOC100290337	
204	23215	PRRC2C	
204	23347	SMCHD1	
204	26133	TRPC4AP	
204	64718	UNKL	
205	347	APOD	
205	3491	CYR61	
205	115350	FCRL1	
205	2827	GPR3	
205	4150	MAZ	
205	6120	RPE	
205	55343	SLC35C1	
205	203062	TSNARE1	
206	94	ACVRL1	
206	240	ALOX5	
206	154796	AMOT	
206	64860	ARMCX5	
206	4047	LSS	
206	10825	NEU3	
206	283970	PDXDC2P	
206	122060	SLAIN1	
207	113451	ADC	
207	51582	AZIN1	
207	79585	CORO7	
207	4946	OAZ1	
207	4947	OAZ2	
207	50485	SMARCAL1	
207	51567	TDP2	
207	7164	TPD52L1	
208	322	APBB1	
208	323	APBB2	
208	10307	APBB3	
208	333	APLP1	
208	3083	HGFAC	
208	81890	QTRT1	
208	84144	SYDE2	
208	55255	WDR41	
209	114899	C1QTNF3	
209	1284	COL4A2	
209	1287	COL4A5	
209	1796	DOK1	
209	79709	GLT25D1	
209	23127	GLT25D2	
209	4481	MSR1	
209	286133	SCARA5	
210	55763	EXOC1	
210	55770	EXOC2	
210	60412	EXOC4	
210	10640	EXOC5	
210	54536	EXOC6	
210	23233	EXOC6B	
210	23265	EXOC7	
210	57701	NCKAP5L	
211	79605	PGBD5	
211	23396	PIP5K1C	
211	266971	PIPSL	
211	84988	PPP1R16A	
211	375743	PTAR1	
211	5876	RABGGTB	
211	10652	YKT6	
211	92092	ZC3HAV1L	
212	369	ARAF	
212	673	BRAF	
212	27102	EIF2AK1	
212	356	FASLG	
212	9812	KIAA0141	
212	5605	MAP2K2	
212	5894	RAF1	
212	257364	SNX33	
213	109	ADCY3	
213	112	ADCY6	
213	57037	ANKMY2	
213	192670	EIF2C4	
213	23770	FKBP8	
213	2982	GUCY1A3	
213	55683	KIAA1310	
213	10728	PTGES3	
214	23287	AGTPBP1	
214	9209	LRRFIP2	
214	9749	PHACTR2	
214	84501	SPIRE2	
214	7111	TMOD1	
214	29766	TMOD3	
214	29765	TMOD4	
214	9654	TTLL4	
215	9811	CTIF	
215	55308	DDX19A	
215	29118	DDX25	
215	354	KLK3	
215	57409	MIF4GD	
215	8021	NUP214	
215	23636	NUP62	
215	4927	NUP88	
216	10057	ABCC5	
216	215	ABCD1	
216	29929	ALG6	
216	5192	PEX10	
216	55800	SCN3B	
216	10991	SLC38A3	
216	11070	TMEM115	
216	57583	TMEM181	
217	3187	HNRNPH1	
217	3216	HOXB6	
217	4174	MCM5	
217	55577	NAGK	
217	10743	RAI1	
217	55209	SETD5	
217	23099	ZBTB43	
217	7546	ZIC2	
218	311	ANXA11	
218	10462	CLEC10A	
218	1474	CST6	
218	26298	EHF	
218	4014	LOR	
218	55041	PLEKHB2	
218	7067	THRA	
218	254887	ZDHHC23	
219	5160	PDHA1	
219	5162	PDHB	
219	8050	PDHX	
219	5163	PDK1	
219	5164	PDK2	
219	5165	PDK3	
219	5166	PDK4	
219	6776	STAT5A	
220	154810	AMOTL1	
220	26253	CLEC4E	
220	143279	HECTD2	
220	3978	LIG1	
220	4771	NF2	
220	64761	PARP12	
220	55905	RNF114	
220	115992	RNF166	
221	25920	COBRA1	
221	1544	CYP1A2	
221	2235	FECH	
221	2769	GNA15	
221	10857	PGRMC1	
221	7936	RDBP	
221	51497	TH1L	
221	7469	WHSC2	
222	23242	COBL	
222	22837	COBLL1	
222	85377	MICALL1	
222	29993	PACSIN1	
222	11252	PACSIN2	
222	29763	PACSIN3	
222	26064	RAI14	
222	11078	TRIOBP	
223	55870	ASH1L	
223	55257	C20orf20	
223	347918	EP400NL	
223	10933	MORF4L1	
223	9643	MORF4L2	
223	93621	MRFAP1	
223	114932	MRFAP1L1	
223	79728	PALB2	
224	56986	DTWD1	
224	57691	KIAA1586	
224	92106	OXNAD1	
224	54910	SEMA4C	
224	115286	SLC25A26	
224	81833	SPACA1	
224	63826	SRR	
224	9797	TATDN2	
225	51514	DTL	
225	55818	KDM3A	
225	51533	PHF7	
225	166824	RASSF6	
225	9338	TCEAL1	
225	7706	TRIM25	
225	8237	USP11	
225	221302	ZUFSP	
226	537	ATP6AP1	
226	10159	ATP6AP2	
226	9114	ATP6V0D1	
226	245972	ATP6V0D2	
226	90231	KIAA2013	
226	4597	MVD	
226	399979	SNX19	
226	10312	TCIRG1	
227	91369	ANKRD40	
227	1506	CTRL	
227	2161	F12	
227	4049	LTA	
227	4488	MSX2	
227	55213	RCBTB1	
227	25870	SUMF2	
227	54986	ULK4	
228	29777	ABT1	
228	445	ASS1	
228	56934	CA10	
228	2539	G6PD	
228	55364	IMPACT	
228	4522	MTHFD1	
228	51588	PIAS4	
228	23082	PPRC1	
229	23779	ARHGAP8	
229	128989	C22orf25	
229	51015	ISOC1	
229	653361	NCF1	
229	553158	PRR5-ARHGAP8	
229	6455	SH3GL1	
229	6456	SH3GL2	
229	6457	SH3GL3	
230	90624	LYRM7	
230	92342	METTL18	
230	6757	SSX2	
230	727837	SSX2B	
230	10214	SSX3	
230	6758	SSX5	
230	280657	SSX6	
230	280658	SSX7	
231	9639	ARHGEF10	
231	1948	EFNB2	
231	2044	EPHA5	
231	2048	EPHB2	
231	2049	EPHB3	
231	9672	SDC3	
231	84727	SPSB2	
231	55852	TEX2	
232	84645	C22orf23	
232	51805	COQ3	
232	7251	TSG101	
232	51271	UBAP1	
232	148581	UBE2U	
232	51160	VPS28	
232	137492	VPS37A	
232	79720	VPS37B	
233	55088	C10orf118	
233	2629	GBA	
233	5874	RAB27B	
233	84958	SYTL1	
233	54843	SYTL2	
233	94120	SYTL3	
233	94121	SYTL4	
233	94122	SYTL5	
234	29894	CPSF1	
